,Geneid,Chr,Start,End,Strand,Length,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam,sampleTreat_1.sam.tpm,sampleTreat_2.sam.tpm,sampleTreat_3.sam.tpm,sampleCtrl_1.sam.tpm,sampleCtrl_2.sam.tpm,sampleCtrl_3.sam.tpm,sampleTreat_1.sam.cpm,sampleTreat_2.sam.cpm,sampleTreat_3.sam.cpm,sampleCtrl_1.sam.cpm,sampleCtrl_2.sam.cpm,sampleCtrl_3.sam.cpm
943,YPK_0957,NC_010465,1073075,1073842,+,768,0,0,1,0,0,0,0.0,0.0,28.9696,0.0,0.0,0.0,0.0,0.0,32.6041,0.0,0.0,0.0
944,YPK_0958,NC_010465,1074448,1075227,+,780,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,YPK_0959,NC_010465,1075483,1075749,+,267,0,1,0,0,0,0,0.0,81.1133,0.0,0.0,0.0,0.0,0.0,30.3564,0.0,0.0,0.0,0.0
946,YPK_0960,NC_010465,1075848,1076168,-,321,0,1,0,0,0,1,0.0,67.468,0.0,0.0,0.0,103.0285,0.0,30.3564,0.0,0.0,0.0,44.7407
947,YPK_0961,NC_010465,1076168,1076848,-,681,0,0,0,4,0,0,0.0,0.0,0.0,159.5646,0.0,0.0,0.0,0.0,0.0,153.4684,0.0,0.0
948,YPK_0962,NC_010465,1077291,1078148,-,858,6,0,6,0,2,3,155.4145,0.0,155.5851,0.0,60.5683,115.6369,178.2161,0.0,195.6245,0.0,73.3783,134.2222
949,YPK_0963,NC_010465,1078524,1078820,-,297,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,YPK_0964,NC_010465,1079820,1080821,-,1002,2,2,2,0,6,0,44.3598,43.228,44.4085,0.0,155.5917,0.0,59.4054,60.7128,65.2082,0.0,220.135,0.0
951,YPK_0965,NC_010465,1081255,1082283,-,1029,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,YPK_0966,NC_010465,1082330,1083838,-,1509,4,0,0,0,0,0,58.9113,0.0,0.0,0.0,0.0,0.0,118.8107,0.0,0.0,0.0,0.0,0.0
953,YPK_0967,NC_010465,1084377,1085483,-,1107,6,6,4,0,7,0,120.4568,117.3834,80.3926,0.0,164.3059,0.0,178.2161,182.1383,130.4164,0.0,256.8242,0.0
954,YPK_0968,NC_010465,1085839,1087074,+,1236,4,10,14,10,0,7,71.9232,175.2204,252.0075,219.7886,0.0,187.3019,118.8107,303.5638,456.4572,383.671,0.0,313.1851
955,YPK_0969,NC_010465,1087097,1087237,+,141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,YPK_0970,NC_010465,1087234,1088541,+,1308,5,2,2,2,2,0,84.9552,33.115,34.0194,41.538,39.7306,0.0,148.5134,60.7128,65.2082,76.7342,73.3783,0.0
957,YPK_0971,NC_010465,1088553,1089404,+,852,4,0,1,0,0,0,104.3393,0.0,26.1135,0.0,0.0,0.0,118.8107,0.0,32.6041,0.0,0.0,0.0
958,YPK_0972,NC_010465,1089409,1090611,+,1203,6,3,4,0,0,0,110.8443,54.0081,73.9773,0.0,0.0,0.0,178.2161,91.0692,130.4164,0.0,0.0,0.0
959,YPK_0973,NC_010465,1090662,1092722,+,2061,10,10,4,0,0,2,107.8325,105.0812,43.1803,0.0,0.0,32.0933,297.0268,303.5638,130.4164,0.0,0.0,89.4815
960,YPK_0974,NC_010465,1092834,1093145,+,312,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,YPK_0975,NC_010465,1093502,1094761,-,1260,4,2,2,0,0,0,70.5533,34.3766,35.3153,0.0,0.0,0.0,118.8107,60.7128,65.2082,0.0,0.0,0.0
962,YPK_0976,NC_010465,1095033,1096106,+,1074,4,8,4,2,2,3,82.772,161.3202,82.8628,50.5882,48.387,92.3803,118.8107,242.8511,130.4164,76.7342,73.3783,134.2222
963,YPK_0977,NC_010465,1096229,1098604,-,2376,0,2,2,0,2,0,0.0,18.23,18.7278,0.0,21.8719,0.0,0.0,60.7128,65.2082,0.0,73.3783,0.0
964,YPK_0978,NC_010465,1098735,1100042,-,1308,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,YPK_0979,NC_010465,1100436,1101518,+,1083,0,2,0,0,0,1,0.0,39.9949,0.0,0.0,0.0,30.5375,0.0,60.7128,0.0,0.0,0.0,44.7407
966,YPK_0980,NC_010465,1101508,1101825,+,318,0,0,1,0,0,0,0.0,0.0,69.9644,0.0,0.0,0.0,0.0,0.0,32.6041,0.0,0.0,0.0
967,YPK_0981,NC_010465,1101795,1102373,-,579,0,0,0,0,1,0,0.0,0.0,0.0,0.0,44.877,0.0,0.0,0.0,0.0,0.0,36.6892,0.0
968,YPK_0982,NC_010465,1102397,1103251,-,855,4,0,0,0,0,0,103.9732,0.0,0.0,0.0,0.0,0.0,118.8107,0.0,0.0,0.0,0.0,0.0
969,YPK_0983,NC_010465,1103362,1104849,-,1488,7,0,4,0,2,0,104.5497,0.0,59.8082,0.0,34.9245,0.0,207.9187,0.0,130.4164,0.0,73.3783,0.0
970,YPK_0984,NC_010465,1104972,1106579,-,1608,1,0,0,0,0,0,13.8211,0.0,0.0,0.0,0.0,0.0,29.7027,0.0,0.0,0.0,0.0,0.0
971,YPK_0985,NC_010465,1106600,1107826,-,1227,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,YPK_0986,NC_010465,1108070,1109128,-,1059,0,2,0,0,0,0,0.0,40.9013,0.0,0.0,0.0,0.0,0.0,60.7128,0.0,0.0,0.0,0.0
973,YPK_0987,NC_010465,1109144,1109899,-,756,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,YPK_0988,NC_010465,1110095,1111261,-,1167,0,2,4,2,3,0,0.0,37.1161,76.2593,46.5568,66.7964,0.0,0.0,60.7128,130.4164,76.7342,110.0675,0.0
975,YPK_0989,NC_010465,1111264,1111704,-,441,3,2,4,0,0,0,151.1856,98.2188,201.802,0.0,0.0,0.0,89.108,60.7128,130.4164,0.0,0.0,0.0
976,YPK_0990,NC_010465,1111790,1112680,-,891,1,4,0,0,6,0,24.9431,97.2267,0.0,0.0,174.9751,0.0,29.7027,121.4255,0.0,0.0,220.135,0.0
977,YPK_0991,NC_010465,1112670,1113458,-,789,4,6,0,3,0,2,112.6706,164.6938,0.0,103.2923,0.0,83.8331,118.8107,182.1383,0.0,115.1013,0.0,89.4815
978,YPK_0992,NC_010465,1113505,1114002,-,498,4,2,5,0,0,0,178.5083,86.9769,223.3802,0.0,0.0,0.0,118.8107,60.7128,163.0204,0.0,0.0,0.0
979,YPK_0993,NC_010465,1114020,1115186,-,1167,2,4,10,0,0,1,38.0879,74.2322,190.6484,0.0,0.0,28.3395,59.4054,121.4255,326.0409,0.0,0.0,44.7407
980,YPK_0994,NC_010465,1115183,1116481,-,1299,2,4,1,0,0,0,34.2175,66.689,17.1275,0.0,0.0,0.0,59.4054,121.4255,32.6041,0.0,0.0,0.0
981,YPK_0995,NC_010465,1116531,1117307,-,777,0,0,1,4,6,3,0.0,0.0,28.6341,139.8501,200.6472,127.6917,0.0,0.0,32.6041,153.4684,220.135,134.2222
982,YPK_0996,NC_010465,1118147,1119700,+,1554,6,2,4,2,6,1,85.808,27.8729,57.2681,34.9625,100.3236,21.282,178.2161,60.7128,130.4164,76.7342,220.135,44.7407
983,YPK_0997,NC_010465,1119977,1123051,-,3075,4,4,2,4,2,3,28.9096,28.172,14.4707,35.3377,16.9,32.2655,118.8107,121.4255,65.2082,153.4684,73.3783,134.2222
984,YPK_0998,NC_010465,1123160,1125346,-,2187,0,2,2,0,0,0,0.0,19.8054,20.3463,0.0,0.0,0.0,0.0,60.7128,65.2082,0.0,0.0,0.0
985,YPK_0999,NC_010465,1125461,1126411,-,951,0,6,8,0,0,1,0.0,136.6387,187.1602,0.0,0.0,34.7762,0.0,182.1383,260.8327,0.0,0.0,44.7407
986,YPK_1000,NC_010465,1127014,1127202,-,189,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,YPK_1001,NC_010465,1127698,1128453,+,756,22,46,36,12,10,4,646.7383,1317.7686,1059.4602,431.2043,343.7012,174.985,653.4589,1396.3937,1173.7472,460.4052,366.8917,178.9629
988,YPK_1002,NC_010465,1129196,1129612,+,417,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,YPK_1003,NC_010465,1129682,1130185,+,504,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,YPK_1004,NC_010465,1130266,1132188,+,1923,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13.5121,0.0,0.0,0.0,0.0,0.0,36.6892,0.0
991,YPK_1005,NC_010465,1132185,1133696,+,1512,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,YPK_1006,NC_010465,1133683,1134885,+,1203,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,YPK_1007,NC_010465,1134905,1135342,+,438,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,YPK_1008,NC_010465,1135347,1135889,+,543,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,YPK_1009,NC_010465,1135981,1136271,+,291,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,YPK_1010,NC_010465,1136264,1136860,+,597,2,0,0,0,0,0,74.4532,0.0,0.0,0.0,0.0,0.0,59.4054,0.0,0.0,0.0,0.0,0.0
997,YPK_1011,NC_010465,1136869,1137825,+,957,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,YPK_1012,NC_010465,1137809,1138999,+,1191,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,YPK_1013,NC_010465,1138996,1139457,+,462,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,YPK_1014,NC_010465,1139483,1140325,+,843,0,0,2,0,0,0,0.0,0.0,52.7845,0.0,0.0,0.0,0.0,0.0,65.2082,0.0,0.0,0.0
1001,YPK_1015,NC_010465,1140309,1140674,-,366,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,YPK_1016,NC_010465,1140958,1141710,+,753,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,YPK_1017,NC_010465,1141673,1142074,+,402,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,YPK_1018,NC_010465,1142229,1143920,+,1692,4,0,0,0,0,2,52.5397,0.0,0.0,0.0,0.0,39.0924,118.8107,0.0,0.0,0.0,0.0,89.4815
1005,YPK_1019,NC_010465,1143906,1144541,-,636,2,1,2,1,4,0,69.8877,34.0523,69.9644,42.7136,163.4202,0.0,59.4054,30.3564,65.2082,38.3671,146.7567,0.0
1006,YPK_1020,NC_010465,1144654,1145541,-,888,2,5,0,2,0,2,50.0547,121.9439,0.0,61.1844,0.0,74.4868,59.4054,151.7819,0.0,76.7342,0.0,89.4815
1007,YPK_1021,NC_010465,1145648,1146556,+,909,0,2,7,0,1,0,0.0,47.6507,171.3319,0.0,28.585,0.0,0.0,60.7128,228.2286,0.0,36.6892,0.0
1008,YPK_1022,NC_010465,1146925,1148085,+,1161,0,0,0,2,0,1,0.0,0.0,0.0,46.7974,0.0,28.4859,0.0,0.0,0.0,76.7342,0.0,44.7407
1009,YPK_1023,NC_010465,1148082,1149023,-,942,1,2,4,8,0,5,23.5927,45.9814,94.4742,230.7081,0.0,175.5422,29.7027,60.7128,130.4164,306.9368,0.0,223.7036
1010,YPK_1024,NC_010465,1149238,1150500,+,1263,0,0,2,0,3,1,0.0,0.0,35.2315,0.0,61.7193,26.1854,0.0,0.0,65.2082,0.0,110.0675,44.7407
1011,YPK_1025,NC_010465,1150497,1151519,-,1023,4,4,11,10,4,7,86.8985,84.6813,239.233,265.5511,101.5985,226.3002,118.8107,121.4255,358.645,383.671,146.7567,313.1851
1012,YPK_1026,NC_010465,1151969,1154230,+,2262,0,8,4,0,1,0,0.0,76.595,39.3434,0.0,11.4871,0.0,0.0,242.8511,130.4164,0.0,36.6892,0.0
1013,YPK_1027,NC_010465,1154679,1156835,+,2157,6,4,5,8,0,5,61.82,40.1618,51.5732,100.7543,0.0,76.6624,178.2161,121.4255,163.0204,306.9368,0.0,223.7036
1014,YPK_1028,NC_010465,1156832,1158052,+,1221,2,0,0,0,0,0,36.4034,0.0,0.0,0.0,0.0,0.0,59.4054,0.0,0.0,0.0,0.0,0.0
1015,YPK_1029,NC_010465,1158081,1158314,-,234,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,YPK_1030,NC_010465,1158393,1158644,+,252,0,0,0,1,0,1,0.0,0.0,0.0,107.8011,0.0,131.2387,0.0,0.0,0.0,38.3671,0.0,44.7407
1017,YPK_1031,NC_010465,1159021,1160061,-,1041,12,21,26,34,24,16,256.1877,436.8896,555.6823,887.262,599.0504,508.3136,356.4321,637.4841,847.7063,1304.4813,880.5401,715.8516
1018,YPK_1032,NC_010465,1160432,1161118,-,687,0,4,2,0,2,1,0.0,126.0975,64.7705,0.0,75.6443,48.14,0.0,121.4255,65.2082,0.0,73.3783,44.7407
1019,YPK_1033,NC_010465,1161815,1162342,+,528,0,4,0,2,0,1,0.0,164.07,0.0,102.901,0.0,62.6367,0.0,121.4255,0.0,76.7342,0.0,44.7407
1020,YPK_1034,NC_010465,1162355,1164601,+,2247,7,7,9,4,3,4,69.2345,67.468,89.1135,48.3594,34.6913,58.8734,207.9187,212.4947,293.4368,153.4684,110.0675,178.9629
1021,YPK_1035,NC_010465,1164852,1165724,+,873,5,5,3,3,2,1,127.2868,124.0392,76.4559,93.3535,59.5276,37.8833,148.5134,151.7819,97.8123,115.1013,73.3783,44.7407
1022,YPK_1036,NC_010465,1165731,1166525,+,795,10,4,3,2,0,6,279.5507,108.9672,83.9572,68.3418,0.0,249.6012,297.0268,121.4255,97.8123,76.7342,0.0,268.4444
1023,YPK_1037,NC_010465,1166769,1167338,+,570,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,YPK_1038,NC_010465,1167329,1167937,+,609,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,YPK_1039,NC_010465,1167934,1168404,+,471,1,0,2,0,0,0,47.1853,0.0,94.4742,0.0,0.0,0.0,29.7027,0.0,65.2082,0.0,0.0,0.0
1026,YPK_1040,NC_010465,1168392,1168802,+,411,0,1,0,0,0,1,0.0,52.694,0.0,0.0,0.0,80.4675,0.0,30.3564,0.0,0.0,0.0,44.7407
1027,YPK_1041,NC_010465,1168937,1172308,+,3372,8,4,0,8,8,5,52.7266,25.6907,0.0,64.4505,61.646,49.0394,237.6214,121.4255,0.0,306.9368,293.5134,223.7036
1028,YPK_1042,NC_010465,1172390,1175278,+,2889,43,31,20,41,33,42,330.7871,232.3899,154.0233,385.5316,296.8036,480.7998,1277.2151,941.0479,652.0818,1573.051,1210.7426,1879.1106
1029,YPK_1043,NC_010465,1175275,1178937,+,3663,19,7,12,24,14,14,115.2775,41.387,72.8867,177.991,99.3102,126.4019,564.3508,212.4947,391.2491,920.8103,513.6484,626.3702
1030,YPK_1044,NC_010465,1178934,1180907,+,1974,6,3,4,12,10,6,67.551,32.9137,45.0834,165.1421,131.6302,100.5233,178.2161,91.0692,130.4164,460.4052,366.8917,268.4444
1031,YPK_1045,NC_010465,1181062,1182387,-,1326,14,2,6,0,4,0,234.6455,32.6655,100.6727,0.0,78.3825,0.0,415.8375,60.7128,195.6245,0.0,146.7567,0.0
1032,YPK_1046,NC_010465,1182623,1183873,+,1251,4,6,0,5,2,5,71.0608,103.8717,0.0,108.5766,41.5409,132.1829,118.8107,182.1383,0.0,191.8355,73.3783,223.7036
1033,YPK_1047,NC_010465,1184754,1185926,+,1173,2,2,0,2,0,4,37.8931,36.9262,0.0,46.3186,0.0,112.778,59.4054,60.7128,0.0,76.7342,0.0,178.9629
1034,YPK_1048,NC_010465,1186069,1186896,+,828,1,0,0,4,0,1,26.8409,0.0,0.0,131.2361,0.0,39.9422,29.7027,0.0,0.0,153.4684,0.0,44.7407
1035,YPK_1049,NC_010465,1186932,1187372,-,441,1,0,0,0,0,1,50.3952,0.0,0.0,0.0,0.0,74.9936,29.7027,0.0,0.0,0.0,0.0,44.7407
1036,YPK_1050,NC_010465,1187508,1188713,-,1206,0,4,0,4,0,3,0.0,71.8316,0.0,90.1024,0.0,82.269,0.0,121.4255,0.0,153.4684,0.0,134.2222
1037,YPK_1051,NC_010465,1188790,1188924,+,135,0,1,2,0,1,0,0.0,160.424,329.6099,0.0,192.4727,0.0,0.0,30.3564,65.2082,0.0,36.6892,0.0
1038,YPK_1052,NC_010465,1189388,1190305,+,918,2,2,1,2,0,1,48.4189,47.1835,24.236,59.1849,0.0,36.0263,59.4054,60.7128,32.6041,76.7342,0.0,44.7407
1039,YPK_1053,NC_010465,1190471,1190866,+,396,0,2,0,0,0,0,0.0,109.38,0.0,0.0,0.0,0.0,0.0,60.7128,0.0,0.0,0.0,0.0
1040,YPK_1054,NC_010465,1190859,1191965,+,1107,0,12,4,2,6,1,0.0,234.7668,80.3926,49.0802,140.8337,29.8755,0.0,364.2766,130.4164,76.7342,220.135,44.7407
1041,YPK_1055,NC_010465,1192216,1192971,-,756,5,9,10,10,0,3,146.986,257.8243,294.2945,359.3369,0.0,131.2387,148.5134,273.2075,326.0409,383.671,0.0,134.2222
1042,YPK_1056,NC_010465,1193231,1194595,-,1365,15,19,15,6,12,17,244.2228,301.4561,244.4908,119.4104,228.4291,411.8877,445.5401,576.7713,489.0613,230.2026,440.27,760.5924
1043,YPK_1057,NC_010465,1194748,1195593,-,846,4,3,0,2,0,1,105.0793,76.7987,0.0,64.2219,0.0,39.0924,118.8107,91.0692,0.0,76.7342,0.0,44.7407
1044,YPK_1058,NC_010465,1195725,1196276,+,552,0,2,3,0,0,0,0.0,78.4683,120.9167,0.0,0.0,0.0,0.0,60.7128,97.8123,0.0,0.0,0.0
1045,YPK_1059,NC_010465,1196984,1197316,+,333,2,2,0,0,0,2,133.4792,130.0735,0.0,0.0,0.0,198.6316,59.4054,60.7128,0.0,0.0,0.0,89.4815
1046,YPK_1060,NC_010465,1197316,1198089,+,774,0,9,0,2,2,1,0.0,251.8284,0.0,70.1961,67.1416,42.7289,0.0,273.2075,0.0,76.7342,73.3783,44.7407
1047,YPK_1061,NC_010465,1198117,1198566,+,450,2,3,8,0,1,1,98.7746,144.3816,395.5318,0.0,57.7418,73.4937,59.4054,91.0692,260.8327,0.0,36.6892,44.7407
1048,YPK_1062,NC_010465,1198656,1199045,-,390,22,22,5,18,13,7,1253.6773,1221.6905,285.2393,1253.8095,866.127,593.6028,653.4589,667.8404,163.0204,690.6077,476.9592,313.1851
1049,YPK_1063,NC_010465,1199169,1199993,-,825,260,299,217,144,122,81,7004.0152,7849.109,5852.0731,4741.6797,3842.4543,3247.0844,7722.6958,9076.5588,7075.0872,5524.8619,4476.0787,3623.9989
1050,YPK_1064,NC_010465,1200168,1202906,-,2739,6,6,8,0,6,7,48.6841,47.4419,64.9833,0.0,56.9196,84.5218,178.2161,182.1383,260.8327,0.0,220.135,313.1851
1051,YPK_1065,NC_010465,1202909,1203700,-,792,12,4,9,4,5,3,336.7315,109.38,252.8257,137.2014,164.0392,125.2733,356.4321,121.4255,293.4368,153.4684,183.4458,134.2222
1052,YPK_1066,NC_010465,1204135,1204860,+,726,26,26,12,29,34,20,795.9108,775.6037,367.7465,1085.1382,1216.8726,911.0787,772.2696,789.266,391.2491,1112.6458,1247.4318,894.8145
1053,YPK_1067,NC_010465,1204988,1205845,+,858,29,25,19,62,33,55,751.1703,631.0385,492.6861,1963.0351,999.3773,2120.01,861.3776,758.9096,619.4777,2378.76,1210.7426,2460.74
1054,YPK_1068,NC_010465,1206054,1206779,+,726,17,5,5,6,4,6,520.4032,149.1545,153.2277,224.5114,143.1615,273.3236,504.9455,151.7819,163.0204,230.2026,146.7567,268.4444
1055,YPK_1069,NC_010465,1206915,1207472,+,558,24,38,9,10,10,7,955.883,1474.8658,358.8494,486.8436,465.6597,414.8837,712.8642,1153.5426,293.4368,383.671,366.8917,313.1851
1056,YPK_1070,NC_010465,1207686,1208882,+,1197,4,7,26,2,9,3,74.2666,126.6505,483.2626,45.3899,195.367,82.8876,118.8107,212.4947,847.7063,76.7342,330.2025,134.2222
1057,YPK_1071,NC_010465,1209106,1209864,+,759,13,6,8,2,7,2,380.653,171.2035,234.505,71.5833,239.6399,87.1467,386.1348,182.1383,260.8327,76.7342,256.8242,89.4815
1058,YPK_1072,NC_010465,1209874,1210722,+,849,5,7,5,0,3,2,130.885,178.5638,131.0287,0.0,91.8156,77.9085,148.5134,212.4947,163.0204,0.0,110.0675,89.4815
1059,YPK_1073,NC_010465,1210751,1212106,+,1356,6,10,10,5,25,7,98.3375,159.7142,164.0757,100.1691,479.0525,170.7265,178.2161,303.5638,326.0409,191.8355,917.2292,313.1851
1060,YPK_1074,NC_010465,1212143,1214530,+,2388,38,55,23,38,27,35,353.6527,498.8058,214.2878,432.2878,293.7868,484.7259,1128.7017,1669.6011,749.894,1457.9497,990.6076,1565.9255
1061,YPK_1075,NC_010465,1214688,1215185,+,498,24,71,47,34,22,22,1071.0496,3087.6789,2099.7736,1854.6982,1147.8791,1461.0189,712.8642,2155.3033,1532.3922,1304.4813,807.1617,984.296
1062,YPK_1076,NC_010465,1215189,1216211,+,1023,19,19,9,4,4,3,412.7676,402.2361,195.7361,106.2204,101.5985,96.9858,564.3508,576.7713,293.4368,153.4684,146.7567,134.2222
1063,YPK_1077,NC_010465,1216369,1216899,+,531,2,6,5,2,0,4,83.7073,244.7146,209.4978,102.3197,0.0,249.1311,59.4054,182.1383,163.0204,76.7342,0.0,178.9629
1064,YPK_1078,NC_010465,1216903,1217691,+,789,6,0,2,5,2,2,169.0059,0.0,56.3971,172.1538,65.8652,83.8331,178.2161,0.0,65.2082,191.8355,73.3783,89.4815
1065,YPK_1079,NC_010465,1217695,1218879,+,1185,2,1,4,1,0,1,37.5093,18.2762,75.101,22.9248,0.0,27.909,59.4054,30.3564,130.4164,38.3671,0.0,44.7407
1066,YPK_1080,NC_010465,1218876,1219472,+,597,2,1,0,1,6,1,74.4532,36.2768,0.0,45.504,261.1438,55.3972,59.4054,30.3564,0.0,38.3671,220.135,44.7407
1067,YPK_1081,NC_010465,1219602,1223117,+,3516,20,24,5,9,12,6,126.418,147.831,31.6392,69.5372,88.6819,56.4371,594.0535,728.5532,163.0204,345.3039,440.27,268.4444
1068,YPK_1082,NC_010465,1223130,1224089,+,960,22,20,19,8,16,11,509.3064,451.1925,440.3382,226.3823,433.0635,378.9518,653.4589,607.1277,619.4777,306.9368,587.0267,492.148
1069,YPK_1083,NC_010465,1224273,1224671,+,399,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,YPK_1084,NC_010465,1224673,1226055,+,1383,10,2,0,0,2,0,160.6962,31.3192,0.0,0.0,37.576,0.0,297.0268,60.7128,0.0,0.0,73.3783,0.0
1071,YPK_1085,NC_010465,1226311,1226628,+,318,0,0,0,1,0,0,0.0,0.0,0.0,85.4273,0.0,0.0,0.0,0.0,0.0,38.3671,0.0,0.0
1072,YPK_1086,NC_010465,1226893,1227153,-,261,15,15,8,8,3,3,1277.2574,1244.669,681.9514,832.6704,298.6645,380.1397,445.5401,455.3458,260.8327,306.9368,110.0675,134.2222
1073,YPK_1087,NC_010465,1227140,1227340,-,201,2,2,4,3,1,3,221.1371,215.4949,442.7595,405.4608,129.2727,493.6143,59.4054,60.7128,130.4164,115.1013,36.6892,134.2222
1074,YPK_1088,NC_010465,1227582,1228130,+,549,2,0,2,0,2,0,80.9628,0.0,81.0516,0.0,94.6587,0.0,59.4054,0.0,65.2082,0.0,73.3783,0.0
1075,YPK_1089,NC_010465,1228109,1228549,+,441,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,YPK_1090,NC_010465,1228634,1229317,+,684,4,10,4,0,0,2,129.9665,316.6263,130.1092,0.0,0.0,96.7022,118.8107,303.5638,130.4164,0.0,0.0,89.4815
1077,YPK_1091,NC_010465,1229451,1231169,-,1719,14,2,2,0,2,0,181.0005,25.1975,25.8856,0.0,30.2313,0.0,415.8375,60.7128,65.2082,0.0,73.3783,0.0
1078,YPK_1092,NC_010465,1231273,1231980,-,708,0,0,0,3,2,4,0.0,0.0,0.0,115.1096,73.4006,186.8483,0.0,0.0,0.0,115.1013,73.3783,178.9629
1079,YPK_1093,NC_010465,1231977,1232384,-,408,8,6,0,0,2,2,435.7702,318.4888,0.0,0.0,127.3716,162.1184,237.6214,182.1383,0.0,0.0,73.3783,89.4815
1080,YPK_1094,NC_010465,1232502,1233317,-,816,0,6,0,10,2,3,0.0,159.2444,0.0,332.9151,63.6858,121.5888,0.0,182.1383,0.0,383.671,73.3783,134.2222
1081,YPK_1095,NC_010465,1233381,1234034,-,654,0,0,0,2,0,1,0.0,0.0,0.0,83.0761,0.0,50.569,0.0,0.0,0.0,76.7342,0.0,44.7407
1082,YPK_1096,NC_010465,1234027,1235058,-,1032,0,4,0,4,6,2,0.0,83.9428,0.0,105.2941,151.0687,64.0933,0.0,121.4255,0.0,153.4684,220.135,89.4815
1083,YPK_1097,NC_010465,1235245,1235811,+,567,0,2,2,2,0,1,0.0,76.3924,78.4785,95.8232,0.0,58.3283,0.0,60.7128,65.2082,76.7342,0.0,44.7407
1084,YPK_1101,NC_010465,1241958,1242761,+,804,0,2,4,0,8,2,0.0,53.8737,110.6899,0.0,258.5454,82.269,0.0,60.7128,130.4164,0.0,293.5134,89.4815
1085,YPK_1102,NC_010465,1242814,1243260,+,447,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,YPK_1103,NC_010465,1243299,1243406,+,108,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,YPK_1104,NC_010465,1243642,1244403,+,762,2,0,4,0,4,1,58.3314,0.0,116.7909,0.0,136.398,43.4018,59.4054,0.0,130.4164,0.0,146.7567,44.7407
